Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1102651833, Delta ADC: 4294965604
Raw ADC: 1102632669, Delta ADC: 4294948131
Raw ADC: 1102623650, Delta ADC: 4294958276
Raw ADC: 1102621395, Delta ADC: 4294965040
Raw ADC: 1102602372, Delta ADC: 4294948272
Raw ADC: 1102599836, Delta ADC: 4294964759
Raw ADC: 1102582221, Delta ADC: 4294949680
Raw ADC: 1102569539, Delta ADC: 4294954613
Raw ADC: 1102567848, Delta ADC: 4294965604
Raw ADC: 1102553193, Delta ADC: 4294952640
Raw ADC: 1102551925, Delta ADC: 4294966027
Raw ADC: 1102540088, Delta ADC: 4294955458
Raw ADC: 1102532619, Delta ADC: 4294959826
Raw ADC: 1102516414, Delta ADC: 4294951090
Raw ADC: 1102518105, Delta ADC: 1691
Raw ADC: 1102499505, Delta ADC: 4294948695
Raw ADC: 1102502041, Delta ADC: 2536
Raw ADC: 1102488090, Delta ADC: 4294953344
Raw ADC: 1102475408, Delta ADC: 4294954613
Raw ADC: 1102476958, Delta ADC: 1550
Raw ADC: 1102459767, Delta ADC: 4294950104
Raw ADC: 1102453285, Delta ADC: 4294960813
Raw ADC: 1102438630, Delta ADC: 4294952640
Raw ADC: 1102437220, Delta ADC: 4294965885
Raw ADC: 1102425243, Delta ADC: 4294955318
Raw ADC: 1102415238, Delta ADC: 4294957290
Raw ADC: 1102407628, Delta ADC: 4294959685
Raw ADC: 1102398469, Delta ADC: 4294958136
Raw ADC: 1102394101, Delta ADC: 4294962927
Raw ADC: 1102387760, Delta ADC: 4294960954
Raw ADC: 1102381418, Delta ADC: 4294960953
Raw ADC: 1102380150, Delta ADC: 4294966027
Raw ADC: 1102375923, Delta ADC: 4294963068
Raw ADC: 1102363522, Delta ADC: 4294954894
Raw ADC: 1102352531, Delta ADC: 4294956304
Raw ADC: 1102352672, Delta ADC: 141
Raw ADC: 1102337876, Delta ADC: 4294952499
Raw ADC: 1102325475, Delta ADC: 4294954894
Raw ADC: 1102323362, Delta ADC: 4294965182
Raw ADC: 1102309693, Delta ADC: 4294953626
Raw ADC: 1102312229, Delta ADC: 2536
Raw ADC: 1102297433, Delta ADC: 4294952499
Raw ADC: 1102295320, Delta ADC: 4294965182
Raw ADC: 1102287992, Delta ADC: 4294959967
Raw ADC: 1102287569, Delta ADC: 4294966872
Raw ADC: 1102280101, Delta ADC: 4294959827
Raw ADC: 1102280101, Delta ADC: 0
Raw ADC: 1102269251, Delta ADC: 4294956445
Raw ADC: 1102273478, Delta ADC: 4227
Raw ADC: 1102275169, Delta ADC: 1691
Raw ADC: 1102271928, Delta ADC: 4294964054
Raw ADC: 1102269251, Delta ADC: 4294964618
Raw ADC: 1102264600, Delta ADC: 4294962644
Raw ADC: 1102272351, Delta ADC: 7751
Raw ADC: 1102271646, Delta ADC: 4294966590
Raw ADC: 1102269391, Delta ADC: 4294965040
Raw ADC: 1102276719, Delta ADC: 7328
Raw ADC: 1102266714, Delta ADC: 4294957290
Raw ADC: 1102264319, Delta ADC: 4294964900
Raw ADC: 1102263755, Delta ADC: 4294966731
Raw ADC: 1102264882, Delta ADC: 1127
Raw ADC: 1102267701, Delta ADC: 2819
Raw ADC: 1102265446, Delta ADC: 4294965040
Raw ADC: 1102268969, Delta ADC: 3523
Raw ADC: 1102273337, Delta ADC: 4368
Raw ADC: 1102281228, Delta ADC: 7891
Raw ADC: 1102285174, Delta ADC: 3946
Raw ADC: 1102299265, Delta ADC: 14091
Raw ADC: 1102308847, Delta ADC: 9582
Raw ADC: 1102331535, Delta ADC: 22688
Raw ADC: 1102328575, Delta ADC: 4294964335
Raw ADC: 1102347317, Delta ADC: 18742
Raw ADC: 1102357181, Delta ADC: 9864
Raw ADC: 1102378318, Delta ADC: 21137
Raw ADC: 1102374936, Delta ADC: 4294963913
Raw ADC: 1102384518, Delta ADC: 9582
Raw ADC: 1102394101, Delta ADC: 9583
Raw ADC: 1102405374, Delta ADC: 11273
Raw ADC: 1102415238, Delta ADC: 9864
Raw ADC: 1102408333, Delta ADC: 4294960390
Raw ADC: 1102416788, Delta ADC: 8455
Raw ADC: 1102400301, Delta ADC: 4294950808
Raw ADC: 1102395087, Delta ADC: 4294962081
Raw ADC: 1102374936, Delta ADC: 4294947144
Raw ADC: 1102376345, Delta ADC: 1409
Raw ADC: 1102370568, Delta ADC: 4294961518
Raw ADC: 1102360986, Delta ADC: 4294957713
Raw ADC: 1102356617, Delta ADC: 4294962926
Raw ADC: 1102342244, Delta ADC: 4294952922
Raw ADC: 1102330548, Delta ADC: 4294955599
Raw ADC: 1102330548, Delta ADC: 0
Raw ADC: 1102312652, Delta ADC: 4294949399
Raw ADC: 1102306875, Delta ADC: 4294961518
Raw ADC: 1102305043, Delta ADC: 4294965463
Raw ADC: 1102298702, Delta ADC: 4294960954
Raw ADC: 1102290106, Delta ADC: 4294958699
Raw ADC: 1102287569, Delta ADC: 4294964758
Raw ADC: 1102276860, Delta ADC: 4294956586
Raw ADC: 1102269251, Delta ADC: 4294959686
Raw ADC: 1102266010, Delta ADC: 4294964054
Raw ADC: 1102257977, Delta ADC: 4294959262
Raw ADC: 1102252059, Delta ADC: 4294961377
Raw ADC: 1102244450, Delta ADC: 4294959686
Raw ADC: 1102236418, Delta ADC: 4294959263
Raw ADC: 1102215139, Delta ADC: 4294946016
Raw ADC: 1102218381, Delta ADC: 3242
Raw ADC: 1102195693, Delta ADC: 4294944607
Raw ADC: 1102188929, Delta ADC: 4294960531
Raw ADC: 1102176670, Delta ADC: 4294955036
Raw ADC: 1102171174, Delta ADC: 4294961799
Raw ADC: 1102159337, Delta ADC: 4294955458
Raw ADC: 1102158210, Delta ADC: 4294966168
Raw ADC: 1102161028, Delta ADC: 2818
Raw ADC: 1102141864, Delta ADC: 4294948131
Raw ADC: 1102144401, Delta ADC: 2537
Raw ADC: 1102137355, Delta ADC: 4294960249
Raw ADC: 1102138059, Delta ADC: 704
Raw ADC: 1102135805, Delta ADC: 4294965041
Raw ADC: 1102134677, Delta ADC: 4294966167
Raw ADC: 1102134959, Delta ADC: 282
Raw ADC: 1102138059, Delta ADC: 3100
Raw ADC: 1102141723, Delta ADC: 3664
Raw ADC: 1102142850, Delta ADC: 1127
Raw ADC: 1102141864, Delta ADC: 4294966309
Raw ADC: 1102147219, Delta ADC: 5355
Raw ADC: 1102143132, Delta ADC: 4294963208
Raw ADC: 1102139891, Delta ADC: 4294964054
Raw ADC: 1102140455, Delta ADC: 564
Raw ADC: 1102126363, Delta ADC: 4294953203
Raw ADC: 1102126363, Delta ADC: 0
Raw ADC: 1102114104, Delta ADC: 4294955036
Raw ADC: 1102108186, Delta ADC: 4294961377
Raw ADC: 1102099731, Delta ADC: 4294958840
Raw ADC: 1102086907, Delta ADC: 4294954471
Raw ADC: 1102089021, Delta ADC: 2114
Raw ADC: 1102072111, Delta ADC: 4294950385
Raw ADC: 1102059711, Delta ADC: 4294954895
Raw ADC: 1102053511, Delta ADC: 4294961095
Raw ADC: 1102052524, Delta ADC: 4294966308
Raw ADC: 1102060275, Delta ADC: 7751
Raw ADC: 1102046888, Delta ADC: 4294953908
Raw ADC: 1102036178, Delta ADC: 4294956585
Raw ADC: 1102040829, Delta ADC: 4651
Raw ADC: 1102028146, Delta ADC: 4294954612
Raw ADC: 1102024482, Delta ADC: 4294963631
Raw ADC: 1102013491, Delta ADC: 4294956304
Raw ADC: 1102015605, Delta ADC: 2114
Raw ADC: 1102015041, Delta ADC: 4294966731
Raw ADC: 1102016168, Delta ADC: 1127
Raw ADC: 1102009123, Delta ADC: 4294960250
Raw ADC: 1102008841, Delta ADC: 4294967013
Raw ADC: 1102010109, Delta ADC: 1268
Raw ADC: 1102002218, Delta ADC: 4294959404
Raw ADC: 1101989958, Delta ADC: 4294955035
Raw ADC: 1101991649, Delta ADC: 1691
Raw ADC: 1101981644, Delta ADC: 4294957290
Raw ADC: 1101970371, Delta ADC: 4294956022
Raw ADC: 1101970512, Delta ADC: 141
Raw ADC: 1101959239, Delta ADC: 4294956022
Raw ADC: 1101956703, Delta ADC: 4294964759
Raw ADC: 1101951348, Delta ADC: 4294961940
Raw ADC: 1101949798, Delta ADC: 4294965745
Raw ADC: 1101955857, Delta ADC: 6059
Raw ADC: 1101961353, Delta ADC: 5496
Raw ADC: 1101945711, Delta ADC: 4294951653
Raw ADC: 1101949375, Delta ADC: 3664
Raw ADC: 1101952757, Delta ADC: 3382
Raw ADC: 1101948248, Delta ADC: 4294962786
Raw ADC: 1101949657, Delta ADC: 1409
Raw ADC: 1101940779, Delta ADC: 4294958417
Raw ADC: 1101941907, Delta ADC: 1128
Raw ADC: 1101930915, Delta ADC: 4294956303
Raw ADC: 1101929788, Delta ADC: 4294966168
Raw ADC: 1101916260, Delta ADC: 4294953767
Raw ADC: 1101921333, Delta ADC: 5073
Raw ADC: 1101917247, Delta ADC: 4294963209
Raw ADC: 1101912878, Delta ADC: 4294962926
Raw ADC: 1101919079, Delta ADC: 6201
Raw ADC: 1101912033, Delta ADC: 4294960249
Raw ADC: 1101908087, Delta ADC: 4294963349
Raw ADC: 1101910201, Delta ADC: 2114
Raw ADC: 1101902169, Delta ADC: 4294959263
Raw ADC: 1101897519, Delta ADC: 4294962645
Raw ADC: 1101896110, Delta ADC: 4294965886
Raw ADC: 1101891882, Delta ADC: 4294963067
Raw ADC: 1101887796, Delta ADC: 4294963209
Raw ADC: 1101892305, Delta ADC: 4509
Raw ADC: 1101876100, Delta ADC: 4294951090
Raw ADC: 1101878777, Delta ADC: 2677
Raw ADC: 1101867927, Delta ADC: 4294956445
Raw ADC: 1101867504, Delta ADC: 4294966872
Raw ADC: 1101865531, Delta ADC: 4294965322
Raw ADC: 1101850031, Delta ADC: 4294951795
Raw ADC: 1101850031, Delta ADC: 0
Raw ADC: 1101850594, Delta ADC: 563
Raw ADC: 1101849749, Delta ADC: 4294966450
Raw ADC: 1101847353, Delta ADC: 4294964899
Raw ADC: 1101849467, Delta ADC: 2114
Raw ADC: 1101855244, Delta ADC: 5777
Raw ADC: 1101846649, Delta ADC: 4294958700
Raw ADC: 1101851862, Delta ADC: 5213
Raw ADC: 1101841858, Delta ADC: 4294957291
Raw ADC: 1101836785, Delta ADC: 4294962222
Raw ADC: 1101833121, Delta ADC: 4294963631
Raw ADC: 1101826921, Delta ADC: 4294961095
Raw ADC: 1101817620, Delta ADC: 4294957994
Raw ADC: 1101816211, Delta ADC: 4294965886
Raw ADC: 1101805361, Delta ADC: 4294956445
Raw ADC: 1101819452, Delta ADC: 14091
Raw ADC: 1101825511, Delta ADC: 6059
Raw ADC: 1101818043, Delta ADC: 4294959827
Raw ADC: 1101820016, Delta ADC: 1973
Raw ADC: 1101812406, Delta ADC: 4294959685
Raw ADC: 1101814097, Delta ADC: 1691
Raw ADC: 1101802965, Delta ADC: 4294956163
Raw ADC: 1101800851, Delta ADC: 4294965181
Raw ADC: 1101787606, Delta ADC: 4294954050
Raw ADC: 1101789015, Delta ADC: 1409
Raw ADC: 1101776051, Delta ADC: 4294954331
Raw ADC: 1101762664, Delta ADC: 4294953908
Raw ADC: 1101759845, Delta ADC: 4294964476
Raw ADC: 1101754772, Delta ADC: 4294962222
Raw ADC: 1101750686, Delta ADC: 4294963209
Raw ADC: 1101745613, Delta ADC: 4294962222
Raw ADC: 1101742231, Delta ADC: 4294963913
Raw ADC: 1101742372, Delta ADC: 141
Raw ADC: 1101730958, Delta ADC: 4294955881
Raw ADC: 1101719121, Delta ADC: 4294955458
Raw ADC: 1101712921, Delta ADC: 4294961095
Raw ADC: 1101709398, Delta ADC: 4294963772
Raw ADC: 1101697561, Delta ADC: 4294955458
Raw ADC: 1101696575, Delta ADC: 4294966309
Raw ADC: 1101683470, Delta ADC: 4294954190
Raw ADC: 1101664869, Delta ADC: 4294948694
Raw ADC: 1101665574, Delta ADC: 705
Raw ADC: 1101654441, Delta ADC: 4294956162
Raw ADC: 1101636264, Delta ADC: 4294949118
Raw ADC: 1101630627, Delta ADC: 4294961658
Raw ADC: 1101619777, Delta ADC: 4294956445
Raw ADC: 1101606390, Delta ADC: 4294953908
Raw ADC: 1101593848, Delta ADC: 4294954753
Raw ADC: 1101578630, Delta ADC: 4294952077
Raw ADC: 1101569188, Delta ADC: 4294957853
Raw ADC: 1101561297, Delta ADC: 4294959404
Raw ADC: 1101542837, Delta ADC: 4294948835
Raw ADC: 1101534664, Delta ADC: 4294959122
Raw ADC: 1101523673, Delta ADC: 4294956304
Raw ADC: 1101504227, Delta ADC: 4294947849
Raw ADC: 1101495631, Delta ADC: 4294958699
Raw ADC: 1101480976, Delta ADC: 4294952640
Raw ADC: 1101471253, Delta ADC: 4294957572
Raw ADC: 1101460825, Delta ADC: 4294956867
Raw ADC: 1101447297, Delta ADC: 4294953767
Raw ADC: 1101433065, Delta ADC: 4294953063
Raw ADC: 1101427429, Delta ADC: 4294961659
Raw ADC: 1101414183, Delta ADC: 4294954049
Raw ADC: 1101397273, Delta ADC: 4294950385
Raw ADC: 1101377404, Delta ADC: 4294947426
Raw ADC: 1101367540, Delta ADC: 4294957431
Raw ADC: 1101359367, Delta ADC: 4294959122
Raw ADC: 1101339780, Delta ADC: 4294947708
Raw ADC: 1101327802, Delta ADC: 4294955317
Raw ADC: 1101309624, Delta ADC: 4294949117
Raw ADC: 1101298774, Delta ADC: 4294956445
Raw ADC: 1101292151, Delta ADC: 4294960672
Raw ADC: 1101275805, Delta ADC: 4294950949
Raw ADC: 1101263263, Delta ADC: 4294954753
Raw ADC: 1101248045, Delta ADC: 4294952077
Raw ADC: 1101237335, Delta ADC: 4294956585
Raw ADC: 1101229726, Delta ADC: 4294959686
Raw ADC: 1101220144, Delta ADC: 4294957713
Raw ADC: 1101206193, Delta ADC: 4294953344
Raw ADC: 1101202107, Delta ADC: 4294963209
Raw ADC: 1101190270, Delta ADC: 4294955458
Raw ADC: 1101176178, Delta ADC: 4294953203
Raw ADC: 1101166596, Delta ADC: 4294957713
Raw ADC: 1101164342, Delta ADC: 4294965041
Raw ADC: 1101153209, Delta ADC: 4294956162
Raw ADC: 1101142218, Delta ADC: 4294956304
Raw ADC: 1101134045, Delta ADC: 4294959122
Raw ADC: 1101123336, Delta ADC: 4294956586
Raw ADC: 1101116853, Delta ADC: 4294960812
Raw ADC: 1101121363, Delta ADC: 4510
Raw ADC: 1101105721, Delta ADC: 4294951653
Raw ADC: 1101106849, Delta ADC: 1128
Raw ADC: 1101091348, Delta ADC: 4294951794
Raw ADC: 1101086980, Delta ADC: 4294962927
Raw ADC: 1101080075, Delta ADC: 4294960390
Raw ADC: 1101074016, Delta ADC: 4294961236
Raw ADC: 1101074156, Delta ADC: 140
Raw ADC: 1101053442, Delta ADC: 4294946581
Raw ADC: 1101044987, Delta ADC: 4294958840
Raw ADC: 1101039210, Delta ADC: 4294961518
Raw ADC: 1101032023, Delta ADC: 4294960108
Raw ADC: 1101017791, Delta ADC: 4294953063
Raw ADC: 1101016382, Delta ADC: 4294965886
Raw ADC: 1101018073, Delta ADC: 1691
Raw ADC: 1101010181, Delta ADC: 4294959403
Raw ADC: 1102190761, Delta ADC: 1180580
Raw ADC: 1102383109, Delta ADC: 192348
Raw ADC: 1102308988, Delta ADC: 4294893174
Raw ADC: 1102220917, Delta ADC: 4294879224
Raw ADC: 1102152714, Delta ADC: 4294899092
Raw ADC: 1102114527, Delta ADC: 4294929108
Raw ADC: 1102085217, Delta ADC: 4294937985
Raw ADC: 1102096771, Delta ADC: 11554
Raw ADC: 1102121009, Delta ADC: 24238
Raw ADC: 1102138623, Delta ADC: 17614
Raw ADC: 1102165397, Delta ADC: 26774
Raw ADC: 1102208939, Delta ADC: 43542
Raw ADC: 1102253609, Delta ADC: 44670
Raw ADC: 1102302084, Delta ADC: 48475
Raw ADC: 1102361549, Delta ADC: 59465
Raw ADC: 1102411151, Delta ADC: 49602
Raw ADC: 1102476113, Delta ADC: 64962
Raw ADC: 1102531492, Delta ADC: 55379
Raw ADC: 1102587576, Delta ADC: 56084
Raw ADC: 1102650283, Delta ADC: 62707
Raw ADC: 1102715103, Delta ADC: 64820
Raw ADC: 1102788097, Delta ADC: 72994
Raw ADC: 1102846154, Delta ADC: 58057
Raw ADC: 1102912806, Delta ADC: 66652
Raw ADC: 1102977627, Delta ADC: 64821
Raw ADC: 1103052452, Delta ADC: 74825
Raw ADC: 1103114595, Delta ADC: 62143
Raw ADC: 1103182093, Delta ADC: 67498
Raw ADC: 1103250860, Delta ADC: 68767
Raw ADC: 1103318076, Delta ADC: 67216
Raw ADC: 1103385855, Delta ADC: 67779
Raw ADC: 1103441235, Delta ADC: 55380
Raw ADC: 1103506760, Delta ADC: 65525
Raw ADC: 1103572990, Delta ADC: 66230
Raw ADC: 1103634146, Delta ADC: 61156
Raw ADC: 1103703476, Delta ADC: 69330
Raw ADC: 1103761110, Delta ADC: 57634
Raw ADC: 1103813108, Delta ADC: 51998
Raw ADC: 1103875533, Delta ADC: 62425
Raw ADC: 1103934858, Delta ADC: 59325
Raw ADC: 1103995451, Delta ADC: 60593
Raw ADC: 1104049562, Delta ADC: 54111
Raw ADC: 1104114101, Delta ADC: 64539
Raw ADC: 1104162575, Delta ADC: 48474
Raw ADC: 1104218659, Delta ADC: 56084
Raw ADC: 1104269529, Delta ADC: 50870
Raw ADC: 1104380288, Delta ADC: 110759
Raw ADC: 1104432567, Delta ADC: 52279
Raw ADC: 1104478787, Delta ADC: 46220
Raw ADC: 1104527966, Delta ADC: 49179
Raw ADC: 1104582359, Delta ADC: 54393
Raw ADC: 1104628720, Delta ADC: 46361
Raw ADC: 1104657748, Delta ADC: 29028
Raw ADC: 1104708618, Delta ADC: 50870
Raw ADC: 1104755261, Delta ADC: 46643
Raw ADC: 1104813317, Delta ADC: 58056
Raw ADC: 1104845869, Delta ADC: 32552
Raw ADC: 1104893216, Delta ADC: 47347
Raw ADC: 1104934504, Delta ADC: 41288
Raw ADC: 1104985374, Delta ADC: 50870
Raw ADC: 1105023984, Delta ADC: 38610
Raw ADC: 1105062313, Delta ADC: 38329
Raw ADC: 1105099796, Delta ADC: 37483
Raw ADC: 1105142775, Delta ADC: 42979
Raw ADC: 1105168562, Delta ADC: 25787
Raw ADC: 1105209709, Delta ADC: 41147
Raw ADC: 1105248461, Delta ADC: 38752
Raw ADC: 1105289044, Delta ADC: 40583
Raw ADC: 1105325400, Delta ADC: 36356
Raw ADC: 1105359924, Delta ADC: 34524
Raw ADC: 1105398112, Delta ADC: 38188
Raw ADC: 1105426435, Delta ADC: 28323
Raw ADC: 1105472937, Delta ADC: 46502
Raw ADC: 1105507038, Delta ADC: 34101
Raw ADC: 1105534799, Delta ADC: 27761
Raw ADC: 1105558895, Delta ADC: 24096
Raw ADC: 1105599478, Delta ADC: 40583
Raw ADC: 1105631888, Delta ADC: 32410
Raw ADC: 1105658944, Delta ADC: 27056
Raw ADC: 1105698964, Delta ADC: 40020
Raw ADC: 1105720524, Delta ADC: 21560
Raw ADC: 1105748988, Delta ADC: 28464
Raw ADC: 1105776326, Delta ADC: 27338
Raw ADC: 1105812682, Delta ADC: 36356
Raw ADC: 1105838751, Delta ADC: 26069
Raw ADC: 1105864961, Delta ADC: 26210
Raw ADC: 1105890607, Delta ADC: 25646
Raw ADC: 1105918649, Delta ADC: 28042
Raw ADC: 1105942745, Delta ADC: 24096
Raw ADC: 1105974169, Delta ADC: 31424
Raw ADC: 1105997561, Delta ADC: 23392
Raw ADC: 1106017712, Delta ADC: 20151
Raw ADC: 1106047727, Delta ADC: 30015
Raw ADC: 1106074641, Delta ADC: 26914
Raw ADC: 1106089719, Delta ADC: 15078
Raw ADC: 1106119311, Delta ADC: 29592
Raw ADC: 1106149326, Delta ADC: 30015
Raw ADC: 1106170604, Delta ADC: 21278
Raw ADC: 1106195405, Delta ADC: 24801
Raw ADC: 1106218937, Delta ADC: 23532
Raw ADC: 1106233170, Delta ADC: 14233
Raw ADC: 1106271639, Delta ADC: 38469
Raw ADC: 1106294890, Delta ADC: 23251
Raw ADC: 1106306868, Delta ADC: 11978
Raw ADC: 1106328710, Delta ADC: 21842
Raw ADC: 1106352665, Delta ADC: 23955
Raw ADC: 1106379862, Delta ADC: 27197
Raw ADC: 1106398462, Delta ADC: 18600
Raw ADC: 1106421854, Delta ADC: 23392
Raw ADC: 1106447923, Delta ADC: 26069
Raw ADC: 1106480756, Delta ADC: 32833
Raw ADC: 1106512321, Delta ADC: 31565
Raw ADC: 1106526976, Delta ADC: 14655
Raw ADC: 1106550086, Delta ADC: 23110
Raw ADC: 1106567278, Delta ADC: 17192
Raw ADC: 1106595601, Delta ADC: 28323
Raw ADC: 1106616879, Delta ADC: 21278
Raw ADC: 1106628012, Delta ADC: 11133
Raw ADC: 1106650276, Delta ADC: 22264
Raw ADC: 1106673104, Delta ADC: 22828
Raw ADC: 1106686773, Delta ADC: 13669
Raw ADC: 1106706783, Delta ADC: 20010
Raw ADC: 1106727920, Delta ADC: 21137
Raw ADC: 1106743280, Delta ADC: 15360
Raw ADC: 1106764839, Delta ADC: 21559
Raw ADC: 1106789077, Delta ADC: 24238
Raw ADC: 1106799645, Delta ADC: 10568
Raw ADC: 1106823460, Delta ADC: 23815
Raw ADC: 1106844456, Delta ADC: 20996
Raw ADC: 1106860520, Delta ADC: 16064
Raw ADC: 1106880248, Delta ADC: 19728
Raw ADC: 1106896172, Delta ADC: 15924
Raw ADC: 1106912377, Delta ADC: 16205
Raw ADC: 1106931682, Delta ADC: 19305
Raw ADC: 1106948169, Delta ADC: 16487
Raw ADC: 1106965501, Delta ADC: 17332
Raw ADC: 1106977197, Delta ADC: 11696
Raw ADC: 1107000166, Delta ADC: 22969
Raw ADC: 1107013694, Delta ADC: 13528
Raw ADC: 1107034408, Delta ADC: 20714
Raw ADC: 1107054982, Delta ADC: 20574
Raw ADC: 1107065410, Delta ADC: 10428
Raw ADC: 1107076542, Delta ADC: 11132
Raw ADC: 1107101484, Delta ADC: 24942
Raw ADC: 1107121494, Delta ADC: 20010
Raw ADC: 1107124030, Delta ADC: 2536
Raw ADC: 1107145731, Delta ADC: 21701
Raw ADC: 1107173914, Delta ADC: 28183
Raw ADC: 1107176309, Delta ADC: 2395
Raw ADC: 1107189978, Delta ADC: 13669
Raw ADC: 1107211960, Delta ADC: 21982
Raw ADC: 1107229434, Delta ADC: 17474
Raw ADC: 1107242257, Delta ADC: 12823
Raw ADC: 1107259167, Delta ADC: 16910
Raw ADC: 1107275231, Delta ADC: 16064
Raw ADC: 1107280022, Delta ADC: 4791
Raw ADC: 1107294818, Delta ADC: 14796
Raw ADC: 1107315110, Delta ADC: 20292
Raw ADC: 1107332019, Delta ADC: 16909
Raw ADC: 1107343293, Delta ADC: 11274
Raw ADC: 1107366825, Delta ADC: 23532
Raw ADC: 1107374012, Delta ADC: 7187
Raw ADC: 1107394445, Delta ADC: 20433
Raw ADC: 1107408677, Delta ADC: 14232
Raw ADC: 1107422205, Delta ADC: 13528
Raw ADC: 1107426573, Delta ADC: 4368
Raw ADC: 1107449824, Delta ADC: 23251
Raw ADC: 1107454756, Delta ADC: 4932
Raw ADC: 1107472934, Delta ADC: 18178
Raw ADC: 1107478429, Delta ADC: 5495
Raw ADC: 1107499707, Delta ADC: 21278
Raw ADC: 1107516335, Delta ADC: 16628
Raw ADC: 1107521126, Delta ADC: 4791
Raw ADC: 1107540291, Delta ADC: 19165
Raw ADC: 1107549168, Delta ADC: 8877
Raw ADC: 1107566078, Delta ADC: 16910
Raw ADC: 1107584538, Delta ADC: 18460
Raw ADC: 1107591302, Delta ADC: 6764
Raw ADC: 1107607930, Delta ADC: 16628
Raw ADC: 1107616103, Delta ADC: 8173
Raw ADC: 1107632871, Delta ADC: 16768
Raw ADC: 1107650204, Delta ADC: 17333
Raw ADC: 1107645131, Delta ADC: 4294962222
Raw ADC: 1107674300, Delta ADC: 29169
Raw ADC: 1107681769, Delta ADC: 7469
Raw ADC: 1107691633, Delta ADC: 9864
Raw ADC: 1107701356, Delta ADC: 9723
Raw ADC: 1107717138, Delta ADC: 15782
Raw ADC: 1107725593, Delta ADC: 8455
Raw ADC: 1107739966, Delta ADC: 14373
Raw ADC: 1107747435, Delta ADC: 7469
Raw ADC: 1107762935, Delta ADC: 15500
Raw ADC: 1107779000, Delta ADC: 16065
Raw ADC: 1107777590, Delta ADC: 4294965885
Raw ADC: 1107800841, Delta ADC: 23251
Raw ADC: 1107810846, Delta ADC: 10005
Raw ADC: 1107823951, Delta ADC: 13105
Raw ADC: 1107840016, Delta ADC: 16065
Raw ADC: 1107851711, Delta ADC: 11695
Raw ADC: 1107859462, Delta ADC: 7751
Raw ADC: 1107864816, Delta ADC: 5354
Raw ADC: 1107881022, Delta ADC: 16206
Raw ADC: 1107889336, Delta ADC: 8314
Raw ADC: 1107897086, Delta ADC: 7750
Raw ADC: 1107903709, Delta ADC: 6623
Raw ADC: 1107914982, Delta ADC: 11273
Raw ADC: 1107927382, Delta ADC: 12400
Raw ADC: 1107949083, Delta ADC: 21701
Raw ADC: 1107955002, Delta ADC: 5919
Raw ADC: 1107966697, Delta ADC: 11695
Raw ADC: 1107973743, Delta ADC: 7046
Raw ADC: 1107989807, Delta ADC: 16064
Raw ADC: 1107988398, Delta ADC: 4294965886
Raw ADC: 1108001785, Delta ADC: 13387
Raw ADC: 1108016299, Delta ADC: 14514
Raw ADC: 1108022500, Delta ADC: 6201
Raw ADC: 1108030391, Delta ADC: 7891
Raw ADC: 1108046878, Delta ADC: 16487
Raw ADC: 1108056037, Delta ADC: 9159
Raw ADC: 1108072806, Delta ADC: 16769
Raw ADC: 1108062942, Delta ADC: 4294957431
Raw ADC: 1108073792, Delta ADC: 10850
Raw ADC: 1108081965, Delta ADC: 8173
Raw ADC: 1108096339, Delta ADC: 14374
Raw ADC: 1108104371, Delta ADC: 8032
Raw ADC: 1108106907, Delta ADC: 2536
Raw ADC: 1108124944, Delta ADC: 18037
Raw ADC: 1108129876, Delta ADC: 4932
Raw ADC: 1108141713, Delta ADC: 11837
Raw ADC: 1108146927, Delta ADC: 5214
Raw ADC: 1108159891, Delta ADC: 12964
Raw ADC: 1108175251, Delta ADC: 15360
Raw ADC: 1108185537, Delta ADC: 10286
Raw ADC: 1108193288, Delta ADC: 7751
Raw ADC: 1108204984, Delta ADC: 11696
Raw ADC: 1108217948, Delta ADC: 12964
Raw ADC: 1108225134, Delta ADC: 7186
Raw ADC: 1108238521, Delta ADC: 13387
Raw ADC: 1108250922, Delta ADC: 12401
Raw ADC: 1108260645, Delta ADC: 9723
Raw ADC: 1108262899, Delta ADC: 2254
Raw ADC: 1108271213, Delta ADC: 8314
Raw ADC: 1108287418, Delta ADC: 16205
Raw ADC: 1108296296, Delta ADC: 8878
Raw ADC: 1108305174, Delta ADC: 8878
Raw ADC: 1108313065, Delta ADC: 7891
Raw ADC: 1108326452, Delta ADC: 13387
Raw ADC: 1108331525, Delta ADC: 5073
Raw ADC: 1108337584, Delta ADC: 6059
Raw ADC: 1108351675, Delta ADC: 14091
Raw ADC: 1108366612, Delta ADC: 14937
Raw ADC: 1108369290, Delta ADC: 2678
Raw ADC: 1108372108, Delta ADC: 2818
Raw ADC: 1108389863, Delta ADC: 17755
Raw ADC: 1108399868, Delta ADC: 10005
Raw ADC: 1108404236, Delta ADC: 4368
Raw ADC: 1108412691, Delta ADC: 8455
Raw ADC: 1108429883, Delta ADC: 17192
Raw ADC: 1108439888, Delta ADC: 10005
Raw ADC: 1108450034, Delta ADC: 10146
Raw ADC: 1108462011, Delta ADC: 11977
Raw ADC: 1108476384, Delta ADC: 14373
Raw ADC: 1108486953, Delta ADC: 10569
Raw ADC: 1108503158, Delta ADC: 16205
Raw ADC: 1108509781, Delta ADC: 6623
